total ion current	scan time	filter string	id	base peak intensity	ms level	charge state	charge	mz
34159.9765625	19.9412883333	ITMS + c NSI d Full ms2 337.19@cid35.00 [80.00-685.00]	2920	4059.37329102	2.0	2.0	2	337.19317626953125
21132.0722656	19.9453483333	ITMS + c NSI d Full ms2 611.19@cid35.00 [155.00-1235.00]	2921	2210.79833984	2.0	2.0	2	611.19183349609375
21406222.0	19.9495166667	FTMS + p NSI Full ms [335.00-1800.00]	2922	2643876.5	1.0	N/A	N/A	N/A
54341.5273438	19.956	ITMS + c NSI d Full ms2 550.74@cid35.00 [140.00-1115.00]	2923	4645.95996094	2.0	2.0	2	550.74053955078125
23333782.0	19.9599266667	FTMS + p NSI Full ms [335.00-1800.00]	2924	2866115.75	1.0	N/A	N/A	N/A
27354.65625	19.9700316667	ITMS + c NSI d Full ms2 627.81@cid35.00 [160.00-1270.00]	2925	1597.56896973	2.0	2.0	2	627.8079833984375
19237134.0	19.9743883333	FTMS + p NSI Full ms [335.00-1800.00]	2926	2481738.25	1.0	N/A	N/A	N/A
20827126.0	19.9839566667	FTMS + p NSI Full ms [335.00-1800.00]	2927	2511553.0	1.0	N/A	N/A	N/A
223481.6875	19.998305	ITMS + c NSI d Full ms2 517.26@cid35.00 [130.00-1045.00]	2928	34501.546875	2.0	2.0	2	517.26190185546875
34792.5234375	20.0003783333	ITMS + c NSI d Full ms2 483.22@cid35.00 [120.00-980.00]	2929	1526.85522461	2.0	2.0	2	483.21847534179687
45552.5546875	20.00478	ITMS + c NSI d Full ms2 432.66@cid35.00 [105.00-880.00]	2930	2707.28808594	2.0	2.0	2	432.66482543945312
18429276.0	20.008855	FTMS + p NSI Full ms [335.00-1800.00]	2931	1932886.625	1.0	N/A	N/A	N/A
74949.0078125	20.01532	ITMS + c NSI d Full ms2 823.34@cid35.00 [215.00-2000.00]	2932	29583.9375	2.0	3.0	3	823.00360107421875
38173.8789062	20.018155	ITMS + c NSI d Full ms2 599.31@cid35.00 [150.00-1210.00]	2933	3138.82666016	2.0	2.0	2	598.80438232421875
19904.7148438	20.022475	ITMS + c NSI d Full ms2 754.89@cid35.00 [195.00-1520.00]	2934	2603.59570312	2.0	2.0	2	754.887939453125
25090.2441406	20.0269033333	ITMS + c NSI d Full ms2 625.31@cid35.00 [160.00-1265.00]	2935	1386.29663086	2.0	2.0	2	625.31475830078125
37179.78125	20.0312333333	ITMS + c NSI d Full ms2 585.28@cid35.00 [150.00-1185.00]	2936	2569.53051758	2.0	2.0	2	585.2808837890625
19220032.0	20.035375	FTMS + p NSI Full ms [335.00-1800.00]	2937	1941820.125	1.0	N/A	N/A	N/A
99918.9765625	20.0419233333	ITMS + c NSI d Full ms2 540.28@cid35.00 [135.00-1095.00]	2938	19729.3320312	2.0	2.0	2	540.27532958984375
26105.5527344	20.0453583333	ITMS + c NSI d Full ms2 631.80@cid35.00 [160.00-1275.00]	2939	1527.95996094	2.0	2.0	2	631.80047607421875
26164.6464844	20.049715	ITMS + c NSI d Full ms2 613.33@cid35.00 [155.00-1240.00]	2940	2143.4675293	2.0	2.0	2	613.32794189453125
38256.484375	20.05409	ITMS + c NSI d Full ms2 395.24@cid35.00 [95.00-805.00]	2941	6940.13916016	2.0	2.0	2	395.23858642578125
27518.0800781	20.058205	ITMS + c NSI d Full ms2 639.82@cid35.00 [165.00-1290.00]	2942	2713.93334961	2.0	2.0	2	639.82037353515625
37900.8085938	20.0625783333	ITMS + c NSI d Full ms2 482.24@cid35.00 [120.00-975.00]	2943	1717.06506348	2.0	2.0	2	482.2357177734375
19393534.0	20.066585	FTMS + p NSI Full ms [335.00-1800.00]	2944	1656932.5	1.0	N/A	N/A	N/A
1028803.0625	20.0731966667	ITMS + c NSI d Full ms2 513.24@cid35.00 [130.00-1040.00]	2945	219548.6875	2.0	2.0	2	513.2396240234375
151817.4375	20.07504	ITMS + c NSI d Full ms2 417.55@cid35.00 [100.00-1265.00]	2946	8846.51171875	2.0	3.0	3	417.21005249023437
87978.5703125	20.0774466667	ITMS + c NSI d Full ms2 421.76@cid35.00 [105.00-855.00]	2947	25471.3398438	2.0	2.0	2	421.75830078125
29621.9550781	20.0800066667	ITMS + c NSI d Full ms2 728.35@cid35.00 [190.00-1470.00]	2948	1280.57946777	2.0	2.0	2	728.3465576171875
41766.5546875	20.0844883333	ITMS + c NSI d Full ms2 399.54@cid35.00 [95.00-1210.00]	2949	3267.07470703	2.0	3.0	3	399.53750610351562
20438.3457031	20.0887916667	ITMS + c NSI d Full ms2 843.88@cid35.00 [220.00-1700.00]	2950	1364.49365234	2.0	2.0	2	843.37353515625
15453562.0	20.09316	FTMS + p NSI Full ms [335.00-1800.00]	2951	1157057.625	1.0	N/A	N/A	N/A
219620.203125	20.09985	ITMS + c NSI d Full ms2 498.26@cid35.00 [125.00-1010.00]	2952	23083.0117188	2.0	2.0	2	498.26324462890625
127602.046875	20.10216	ITMS + c NSI d Full ms2 405.22@cid35.00 [100.00-825.00]	2953	37425.6640625	2.0	2.0	2	405.22409057617187
70126.9609375	20.1044383333	ITMS + c NSI d Full ms2 554.27@cid35.00 [140.00-1120.00]	2954	6114.13427734	2.0	2.0	2	554.26898193359375
19275.0039062	20.10796	ITMS + c NSI d Full ms2 780.32@cid35.00 [200.00-2000.00]	2955	7259.39697266	2.0	3.0	3	779.98370361328125
33462.3085938	20.1115216667	ITMS + c NSI d Full ms2 634.86@cid35.00 [160.00-1280.00]	2956	3573.97827148	2.0	2.0	2	634.86309814453125
16083117.0	20.1157433333	FTMS + p NSI Full ms [335.00-1800.00]	2957	1121273.5	1.0	N/A	N/A	N/A
1218820.875	20.122635	ITMS + c NSI d Full ms2 523.78@cid35.00 [130.00-1060.00]	2958	316320.875	2.0	2.0	2	523.7774658203125
829162.0625	20.1244616667	ITMS + c NSI d Full ms2 529.29@cid35.00 [135.00-1070.00]	2959	301175.21875	2.0	2.0	2	529.28509521484375
176744.6875	20.126315	ITMS + c NSI d Full ms2 532.21@cid35.00 [135.00-1075.00]	2960	100603.054688	2.0	2.0	2	532.21307373046875
156061.53125	20.1286233333	ITMS + c NSI d Full ms2 548.28@cid35.00 [140.00-1110.00]	2961	8728.11425781	2.0	2.0	2	548.27947998046875
57384.96875	20.1314716667	ITMS + c NSI d Full ms2 762.00@cid35.00 [195.00-2000.00]	2962	19787.296875	2.0	3.0	3	761.66314697265625
29439.9726562	20.1349866667	ITMS + c NSI d Full ms2 441.72@cid35.00 [110.00-895.00]	2963	1357.18432617	2.0	2.0	2	441.72140502929687
15105.2617188	20.139095	ITMS + c NSI d Full ms2 1169.98@cid35.00 [310.00-2000.00]	2964	11469.4208984	2.0	2.0	2	1169.4764404296875
36299.96875	20.1437116667	ITMS + c NSI d Full ms2 645.00@cid35.00 [165.00-1950.00]	2965	8333.57226562	2.0	3.0	3	644.667236328125
16741793.0	20.1481533333	FTMS + p NSI Full ms [335.00-1800.00]	2966	1047661.8125	1.0	N/A	N/A	N/A
69587.8515625	20.1551833333	ITMS + c NSI d Full ms2 339.72@cid35.00 [80.00-690.00]	2967	19154.8945312	2.0	2.0	2	339.71875
90830.5390625	20.1578966667	ITMS + c NSI d Full ms2 534.77@cid35.00 [135.00-1080.00]	2968	11080.1152344	2.0	2.0	2	534.76788330078125
73409.15625	20.16082	ITMS + c NSI d Full ms2 425.21@cid35.00 [105.00-865.00]	2969	9312.21777344	2.0	2.0	2	425.20968627929687
57137.6992188	20.1642	ITMS + c NSI d Full ms2 500.75@cid35.00 [125.00-1015.00]	2970	2863.20507812	2.0	2.0	2	500.74774169921875
39097.6875	20.16842	ITMS + c NSI d Full ms2 561.73@cid35.00 [140.00-1135.00]	2971	3915.68652344	2.0	2.0	2	561.729736328125
18407742.0	20.1726283333	FTMS + p NSI Full ms [335.00-1800.00]	2972	1265519.0	1.0	N/A	N/A	N/A
66281.40625	20.1793983333	ITMS + c NSI d Full ms2 485.90@cid35.00 [120.00-1470.00]	2973	5828.33886719	2.0	3.0	3	485.90017700195312
44617.0625	20.1831383333	ITMS + c NSI d Full ms2 683.82@cid35.00 [175.00-1380.00]	2974	2499.47265625	2.0	2.0	2	683.81732177734375
52358.7617188	20.18752	ITMS + c NSI d Full ms2 564.29@cid35.00 [145.00-1140.00]	2975	2908.02490234	2.0	2.0	2	564.28753662109375
19409476.0	20.191715	FTMS + p NSI Full ms [335.00-1800.00]	2976	1486136.875	1.0	N/A	N/A	N/A
77734.484375	20.1984616667	ITMS + c NSI d Full ms2 541.75@cid35.00 [135.00-1095.00]	2977	6719.31933594	2.0	2.0	2	541.74951171875
83950.84375	20.2011316667	ITMS + c NSI d Full ms2 545.73@cid35.00 [140.00-1105.00]	2978	8604.31640625	2.0	2.0	2	545.72564697265625
53155.65625	20.2044816667	ITMS + c NSI d Full ms2 586.80@cid35.00 [150.00-1185.00]	2979	3281.39453125	2.0	2.0	2	586.800537109375
25470.1679688	20.208795	ITMS + c NSI d Full ms2 642.34@cid35.00 [165.00-1295.00]	2980	2880.97119141	2.0	2.0	2	642.34100341796875
18793294.0	20.2130183333	FTMS + p NSI Full ms [335.00-1800.00]	2981	1398370.5	1.0	N/A	N/A	N/A
135796.328125	20.2197716667	ITMS + c NSI d Full ms2 424.20@cid35.00 [105.00-860.00]	2982	45884.5507812	2.0	2.0	2	424.19708251953125
46119.828125	20.2220366667	ITMS + c NSI d Full ms2 666.86@cid35.00 [170.00-1345.00]	2983	2615.71801758	2.0	2.0	2	666.863037109375
19391548.0	20.22587	FTMS + p NSI Full ms [335.00-1800.00]	2984	1429276.75	1.0	N/A	N/A	N/A
44076.921875	20.233805	ITMS + c NSI d Full ms2 715.85@cid35.00 [185.00-1445.00]	2985	3262.25097656	2.0	2.0	2	715.84637451171875
31950.0292969	20.23824	ITMS + c NSI d Full ms2 611.31@cid35.00 [155.00-1235.00]	2986	2241.10791016	2.0	2.0	2	611.3099365234375
23704412.0	20.2425266667	FTMS + p NSI Full ms [335.00-1800.00]	2987	1992241.625	1.0	N/A	N/A	N/A
132175.09375	20.2493533333	ITMS + c NSI d Full ms2 903.99@cid35.00 [235.00-2000.00]	2988	24961.7714844	2.0	5.0	5	903.3927001953125
54703.7734375	20.2520183333	ITMS + c NSI d Full ms2 586.25@cid35.00 [150.00-1185.00]	2989	4284.69140625	2.0	2.0	2	586.24713134765625
22761816.0	20.25604	FTMS + p NSI Full ms [335.00-1800.00]	2990	2223530.5	1.0	N/A	N/A	N/A
92693.3125	20.2634466667	ITMS + c NSI d Full ms2 1129.49@cid35.00 [300.00-2000.00]	2991	11870.1875	2.0	4.0	4	1128.9908447265625
144459.5	20.26592	ITMS + c NSI d Full ms2 517.26@cid35.00 [130.00-1045.00]	2992	17817.7949219	2.0	2.0	2	517.2618408203125
62359.75	20.2684183333	ITMS + c NSI d Full ms2 520.25@cid35.00 [130.00-1055.00]	2993	5286.453125	2.0	2.0	2	520.247314453125
30481.8671875	20.2714533333	ITMS + c NSI d Full ms2 603.63@cid35.00 [155.00-1825.00]	2994	2040.90588379	2.0	3.0	3	603.630859375
22121762.0	20.2759866667	FTMS + p NSI Full ms [335.00-1800.00]	2995	2279539.5	1.0	N/A	N/A	N/A
28077.4433594	20.2827566667	ITMS + c NSI d Full ms2 1162.50@cid35.00 [310.00-2000.00]	2996	2677.65087891	2.0	4.0	4	1161.9967041015625
53972.1171875	20.285935	ITMS + c NSI d Full ms2 432.18@cid35.00 [105.00-875.00]	2997	9205.61914062	2.0	2.0	2	432.1829833984375
30745.5390625	20.2901116667	ITMS + c NSI d Full ms2 743.35@cid35.00 [190.00-1500.00]	2998	1952.26416016	2.0	2.0	2	743.35382080078125
24358168.0	20.2944683333	FTMS + p NSI Full ms [335.00-1800.00]	2999	2788693.5	1.0	N/A	N/A	N/A
586967.375	20.3014133333	ITMS + c NSI d Full ms2 395.24@cid35.00 [95.00-805.00]	3000	204856.734375	2.0	2.0	2	395.23965454101562
110781.3125	20.3031566667	ITMS + c NSI d Full ms2 552.74@cid35.00 [140.00-1120.00]	3001	10380.8017578	2.0	2.0	2	552.7401123046875
43354.984375	20.3061483333	ITMS + c NSI d Full ms2 598.80@cid35.00 [150.00-1210.00]	3002	2449.64306641	2.0	2.0	2	598.80303955078125
29936.828125	20.3103933333	ITMS + c NSI d Full ms2 631.80@cid35.00 [160.00-1275.00]	3003	1026.31799316	2.0	2.0	2	631.80059814453125
31495852.0	20.31461	FTMS + p NSI Full ms [335.00-1800.00]	3004	4106590.75	1.0	N/A	N/A	N/A
218059.234375	20.32151	ITMS + c NSI d Full ms2 753.33@cid35.00 [195.00-2000.00]	3005	32483.0917969	2.0	6.0	6	752.99554443359375
80528.21875	20.3239416667	ITMS + c NSI d Full ms2 647.79@cid35.00 [165.00-2000.00]	3006	3905.32250977	2.0	4.0	4	647.53472900390625
108762.445312	20.327	ITMS + c NSI d Full ms2 464.25@cid35.00 [115.00-1405.00]	3007	10307.0957031	2.0	3.0	3	463.91897583007812
88627.8203125	20.3297833333	ITMS + c NSI d Full ms2 560.72@cid35.00 [140.00-1135.00]	3008	33586.6171875	2.0	2.0	2	560.722900390625
25298752.0	20.3334566667	FTMS + p NSI Full ms [335.00-1800.00]	3009	3168376.5	1.0	N/A	N/A	N/A
181218.265625	20.3404183333	ITMS + c NSI d Full ms2 513.24@cid35.00 [130.00-1040.00]	3010	25573.6367188	2.0	2.0	2	513.239501953125
61283.2460938	20.3424416667	ITMS + c NSI d Full ms2 365.85@cid35.00 [90.00-1110.00]	3011	5448.81103516	2.0	3.0	3	365.85467529296875
29627.6816406	20.3462883333	ITMS + c NSI d Full ms2 728.35@cid35.00 [190.00-1470.00]	3012	1650.00732422	2.0	2.0	2	728.3489990234375
28742720.0	20.3506233333	FTMS + p NSI Full ms [335.00-1800.00]	3013	3595149.25	1.0	N/A	N/A	N/A
4482070.0	20.3576566667	ITMS + c NSI d Full ms2 405.22@cid35.00 [100.00-825.00]	3014	1568592.5	2.0	2.0	2	405.22378540039062
1221167.375	20.3593533333	ITMS + c NSI d Full ms2 498.26@cid35.00 [125.00-1010.00]	3015	184167.359375	2.0	2.0	2	498.26266479492187
58934.4023438	20.36118	ITMS + c NSI d Full ms2 502.27@cid35.00 [125.00-1520.00]	3016	5206.24023438	2.0	3.0	3	502.27206420898437
31802998.0	20.3648216667	FTMS + p NSI Full ms [335.00-1800.00]	3017	3939152.25	1.0	N/A	N/A	N/A
19323.8632812	20.37142	ITMS + c NSI d Full ms2 780.32@cid35.00 [200.00-2000.00]	3018	9096.50878906	2.0	3.0	3	779.9830322265625
35562.2460938	20.374105	ITMS + c NSI d Full ms2 582.28@cid35.00 [150.00-1175.00]	3019	1807.93530273	2.0	2.0	2	581.7742919921875
25610832.0	20.3783433333	FTMS + p NSI Full ms [335.00-1800.00]	3020	3242962.0	1.0	N/A	N/A	N/A
223479.953125	20.3855983333	ITMS + c NSI d Full ms2 529.29@cid35.00 [135.00-1070.00]	3021	71315.203125	2.0	2.0	2	529.28570556640625
264387.34375	20.3877183333	ITMS + c NSI d Full ms2 523.78@cid35.00 [130.00-1060.00]	3022	53407.5859375	2.0	2.0	2	523.7779541015625
33707.8007812	20.3899266667	ITMS + c NSI d Full ms2 441.72@cid35.00 [110.00-895.00]	3023	2673.48925781	2.0	2.0	2	441.72113037109375
47098.7148438	20.3922866667	ITMS + c NSI d Full ms2 1134.99@cid35.00 [300.00-2000.00]	3024	3795.07788086	2.0	4.0	4	1134.4876708984375
68482.1875	20.3949416667	ITMS + c NSI d Full ms2 863.38@cid35.00 [225.00-2000.00]	3025	5571.73339844	2.0	3.0	3	863.04449462890625
53573.09375	20.39821	ITMS + c NSI d Full ms2 599.28@cid35.00 [150.00-1210.00]	3026	2548.08789062	2.0	2.0	2	598.777587890625
25520358.0	20.4023216667	FTMS + p NSI Full ms [335.00-1800.00]	3027	3193161.0	1.0	N/A	N/A	N/A
44286.6796875	20.40921	ITMS + c NSI d Full ms2 412.23@cid35.00 [100.00-835.00]	3028	4748.66748047	2.0	2.0	2	412.2315673828125
36031.3867188	20.41338	ITMS + c NSI d Full ms2 601.33@cid35.00 [155.00-1215.00]	3029	4688.46289062	2.0	2.0	2	601.3272705078125
28163054.0	20.41764	FTMS + p NSI Full ms [335.00-1800.00]	3030	3411265.5	1.0	N/A	N/A	N/A
138387.03125	20.4246366667	ITMS + c NSI d Full ms2 339.72@cid35.00 [80.00-690.00]	3031	37047.0390625	2.0	2.0	2	339.71884155273438
127939.984375	20.42683	ITMS + c NSI d Full ms2 416.21@cid35.00 [100.00-845.00]	3032	37137.8867188	2.0	2.0	2	416.20867919921875
23509.6035156	20.428915	ITMS + c NSI d Full ms2 1139.23@cid35.00 [300.00-2000.00]	3033	1884.12597656	2.0	4.0	4	1138.4739990234375
87264.8515625	20.4317283333	ITMS + c NSI d Full ms2 500.75@cid35.00 [125.00-1015.00]	3034	4523.43310547	2.0	2.0	2	500.74728393554688
48122.453125	20.4345216667	ITMS + c NSI d Full ms2 548.28@cid35.00 [140.00-1110.00]	3035	2528.58129883	2.0	2.0	2	548.27874755859375
26924082.0	20.43856	FTMS + p NSI Full ms [335.00-1800.00]	3036	3085087.0	1.0	N/A	N/A	N/A
175256.046875	20.4455566667	ITMS + c NSI d Full ms2 518.43@cid35.00 [130.00-2000.00]	3037	9829.93359375	2.0	5.0	5	518.22918701171875
45646.3554688	20.4481216667	ITMS + c NSI d Full ms2 570.25@cid35.00 [145.00-1155.00]	3038	5586.60839844	2.0	2.0	2	570.24652099609375
63223.3789062	20.4516983333	ITMS + c NSI d Full ms2 564.29@cid35.00 [145.00-1140.00]	3039	6249.28613281	2.0	2.0	2	564.287841796875
66337.8828125	20.4555516667	ITMS + c NSI d Full ms2 598.79@cid35.00 [150.00-1210.00]	3040	5352.27099609	2.0	2.0	2	598.78533935546875
18857.40625	20.459575	ITMS + c NSI d Full ms2 802.98@cid35.00 [210.00-2000.00]	3041	496.990478516	2.0	3.0	3	802.64898681640625
22732360.0	20.4637583333	FTMS + p NSI Full ms [335.00-1800.00]	3042	2558323.75	1.0	N/A	N/A	N/A
412694.25	20.470765	ITMS + c NSI d Full ms2 541.75@cid35.00 [135.00-1095.00]	3043	103041.734375	2.0	2.0	2	541.7503662109375
124766.023438	20.4726016667	ITMS + c NSI d Full ms2 642.34@cid35.00 [165.00-1295.00]	3044	17698.0957031	2.0	2.0	2	642.34075927734375
40762.734375	20.4751216667	ITMS + c NSI d Full ms2 724.40@cid35.00 [185.00-1460.00]	3045	1875.89990234	2.0	2.0	2	724.39508056640625
67993.8203125	20.4795816667	ITMS + c NSI d Full ms2 483.27@cid35.00 [120.00-1460.00]	3046	5117.66943359	2.0	3.0	3	483.2657470703125
58191.4023438	20.4836483333	ITMS + c NSI d Full ms2 532.21@cid35.00 [135.00-1075.00]	3047	13432.5009766	2.0	2.0	2	532.21307373046875
22046920.0	20.4877366667	FTMS + p NSI Full ms [335.00-1800.00]	3048	2307157.5	1.0	N/A	N/A	N/A
142395.015625	20.494725	ITMS + c NSI d Full ms2 666.86@cid35.00 [170.00-1345.00]	3049	9535.99707031	2.0	2.0	2	666.8634033203125
171794.53125	20.497365	ITMS + c NSI d Full ms2 424.20@cid35.00 [105.00-860.00]	3050	82307.6875	2.0	2.0	2	424.19723510742187
76452.46875	20.4993933333	ITMS + c NSI d Full ms2 715.85@cid35.00 [185.00-1445.00]	3051	5588.26367188	2.0	2.0	2	715.8475341796875
33696.3515625	20.502415	ITMS + c NSI d Full ms2 781.42@cid35.00 [205.00-1575.00]	3052	2054.67578125	2.0	2.0	2	781.416015625
62245.6757812	20.5062633333	ITMS + c NSI d Full ms2 373.70@cid35.00 [90.00-760.00]	3053	9457.984375	2.0	2.0	2	373.69973754882812
23380848.0	20.51033	FTMS + p NSI Full ms [335.00-1800.00]	3054	2442804.25	1.0	N/A	N/A	N/A
465345.71875	20.5175966667	ITMS + c NSI d Full ms2 903.79@cid35.00 [235.00-2000.00]	3055	86482.1640625	2.0	5.0	5	903.39404296875
88238.640625	20.519945	ITMS + c NSI d Full ms2 338.18@cid35.00 [80.00-690.00]	3056	49788.53125	2.0	2.0	2	338.177001953125
60839.0898438	20.5223316667	ITMS + c NSI d Full ms2 588.28@cid35.00 [150.00-1190.00]	3057	13110.7421875	2.0	2.0	2	588.275634765625
41064.1484375	20.5266133333	ITMS + c NSI d Full ms2 677.35@cid35.00 [175.00-1365.00]	3058	4168.77685547	2.0	2.0	2	675.346435546875
45543.546875	20.531105	ITMS + c NSI d Full ms2 346.52@cid35.00 [85.00-1050.00]	3059	3919.95068359	2.0	3.0	3	346.1845703125
42241.9023438	20.53542	ITMS + c NSI d Full ms2 490.26@cid35.00 [120.00-995.00]	3060	1898.17443848	2.0	2.0	2	490.26498413085937
20020.7558594	20.5396166667	ITMS + c NSI d Full ms2 615.32@cid35.00 [155.00-1245.00]	3061	1001.48999023	2.0	2.0	2	614.8211669921875
17755246.0	20.5437133333	FTMS + p NSI Full ms [335.00-1800.00]	3062	1658283.625	1.0	N/A	N/A	N/A
106515.210938	20.5506783333	ITMS + c NSI d Full ms2 695.37@cid35.00 [180.00-1405.00]	3063	7083.21826172	2.0	2.0	2	695.37457275390625
27965.2382812	20.553075	ITMS + c NSI d Full ms2 608.30@cid35.00 [155.00-1230.00]	3064	5365.33789062	2.0	2.0	2	607.79736328125
32481.1835938	20.5575066667	ITMS + c NSI d Full ms2 360.85@cid35.00 [85.00-1095.00]	3065	2621.01953125	2.0	3.0	3	360.52200317382812
16021666.0	20.5617	FTMS + p NSI Full ms [335.00-1800.00]	3066	1393785.5	1.0	N/A	N/A	N/A
228742.796875	20.5688366667	ITMS + c NSI d Full ms2 497.25@cid35.00 [125.00-1005.00]	3067	29444.2460938	2.0	2.0	2	497.25369262695312
176695.890625	20.5710033333	ITMS + c NSI d Full ms2 395.24@cid35.00 [95.00-805.00]	3068	55263.9726562	2.0	2.0	2	395.23965454101562
164255.8125	20.5729983333	ITMS + c NSI d Full ms2 552.74@cid35.00 [140.00-1120.00]	3069	27959.8398438	2.0	2.0	2	552.74053955078125
133491.296875	20.57524	ITMS + c NSI d Full ms2 521.28@cid35.00 [130.00-1575.00]	3070	14742.171875	2.0	3.0	3	521.27996826171875
32772.8554688	20.577835	ITMS + c NSI d Full ms2 611.80@cid35.00 [155.00-1235.00]	3071	1441.96850586	2.0	2.0	2	611.80169677734375
30454.328125	20.5821416667	ITMS + c NSI d Full ms2 743.35@cid35.00 [190.00-1500.00]	3072	1964.83239746	2.0	2.0	2	743.35272216796875
15957798.0	20.5863833333	FTMS + p NSI Full ms [335.00-1800.00]	3073	1235146.5	1.0	N/A	N/A	N/A
156737.953125	20.5933616667	ITMS + c NSI d Full ms2 1129.49@cid35.00 [300.00-2000.00]	3074	23727.7519531	2.0	4.0	4	1128.9892578125
159831.8125	20.5956966667	ITMS + c NSI d Full ms2 463.92@cid35.00 [115.00-1405.00]	3075	16024.0400391	2.0	3.0	3	463.91839599609375
134419.734375	20.597985	ITMS + c NSI d Full ms2 560.72@cid35.00 [140.00-1135.00]	3076	72909.015625	2.0	2.0	2	560.7242431640625
57251.2304688	20.6005933333	ITMS + c NSI d Full ms2 546.26@cid35.00 [140.00-1105.00]	3077	3783.20874023	2.0	2.0	2	546.2587890625
38019.2382812	20.6048616667	ITMS + c NSI d Full ms2 747.35@cid35.00 [195.00-1505.00]	3078	2558.90551758	2.0	2.0	2	747.35223388671875
30329.2539062	20.6093283333	ITMS + c NSI d Full ms2 456.21@cid35.00 [115.00-925.00]	3079	2542.20141602	2.0	2.0	2	456.21420288085937
13189885.0	20.6133483333	FTMS + p NSI Full ms [335.00-1800.00]	3080	884404.5	1.0	N/A	N/A	N/A
1028217.75	20.6207716667	ITMS + c NSI d Full ms2 405.22@cid35.00 [100.00-825.00]	3081	378683.5625	2.0	2.0	2	405.22396850585937
197329.890625	20.6225016667	ITMS + c NSI d Full ms2 498.26@cid35.00 [125.00-1010.00]	3082	22702.5351562	2.0	2.0	2	498.26336669921875
233438.890625	20.6247383333	ITMS + c NSI d Full ms2 424.23@cid35.00 [105.00-860.00]	3083	44219.4882812	2.0	2.0	2	424.22955322265625
190436.390625	20.6268766667	ITMS + c NSI d Full ms2 518.77@cid35.00 [130.00-1050.00]	3084	7962.02001953	2.0	2.0	2	518.76983642578125
96105.484375	20.6291583333	ITMS + c NSI d Full ms2 513.24@cid35.00 [130.00-1040.00]	3085	9743.60351562	2.0	2.0	2	513.24017333984375
153707.421875	20.6315833333	ITMS + c NSI d Full ms2 647.79@cid35.00 [165.00-2000.00]	3086	9583.609375	2.0	4.0	4	647.53472900390625
126213.164062	20.6342583333	ITMS + c NSI d Full ms2 502.27@cid35.00 [125.00-1520.00]	3087	15101.171875	2.0	3.0	3	502.27285766601562
60043.8710938	20.637045	ITMS + c NSI d Full ms2 449.58@cid35.00 [110.00-1360.00]	3088	4181.82421875	2.0	3.0	3	449.58407592773437
37403.3867188	20.6415283333	ITMS + c NSI d Full ms2 574.95@cid35.00 [145.00-1735.00]	3089	2648.76757812	2.0	3.0	3	574.95068359375
13298667.0	20.6457966667	FTMS + p NSI Full ms [335.00-1800.00]	3090	724904.5625	1.0	N/A	N/A	N/A
63603.1015625	20.6527083333	ITMS + c NSI d Full ms2 587.34@cid35.00 [150.00-1185.00]	3091	5291.75927734	2.0	2.0	2	587.3402099609375
71444.7265625	20.6566416667	ITMS + c NSI d Full ms2 529.29@cid35.00 [135.00-1070.00]	3092	13869.2666016	2.0	2.0	2	529.28717041015625
37251.1289062	20.660515	ITMS + c NSI d Full ms2 487.28@cid35.00 [120.00-985.00]	3093	1724.67089844	2.0	2.0	2	487.28179931640625
11585875.0	20.6646516667	FTMS + p NSI Full ms [335.00-1800.00]	3094	540348.5625	1.0	N/A	N/A	N/A
263896.4375	20.6718533333	ITMS + c NSI d Full ms2 412.23@cid35.00 [100.00-835.00]	3095	80780.6015625	2.0	2.0	2	412.23159790039062
143915.75	20.673775	ITMS + c NSI d Full ms2 523.78@cid35.00 [130.00-1060.00]	3096	26277.234375	2.0	2.0	2	523.7784423828125
76991.609375	20.6766	ITMS + c NSI d Full ms2 752.91@cid35.00 [195.00-1520.00]	3097	5292.36181641	2.0	2.0	2	752.90679931640625
36386.0078125	20.6799683333	ITMS + c NSI d Full ms2 601.33@cid35.00 [155.00-1215.00]	3098	4258.38525391	2.0	2.0	2	601.326171875
10951568.0	20.6841583333	FTMS + p NSI Full ms [335.00-1800.00]	3099	474117.53125	1.0	N/A	N/A	N/A
53151.6796875	20.6911716667	ITMS + c NSI d Full ms2 680.88@cid35.00 [175.00-1375.00]	3100	9100.31445312	2.0	2.0	2	680.88037109375
48761.5546875	20.6955366667	ITMS + c NSI d Full ms2 432.55@cid35.00 [105.00-1310.00]	3101	6295.69335938	2.0	3.0	3	432.55392456054687
43468.1015625	20.6999466667	ITMS + c NSI d Full ms2 435.22@cid35.00 [105.00-885.00]	3102	6781.74169922	2.0	2.0	2	435.21710205078125
20435.0917969	20.704095	ITMS + c NSI d Full ms2 627.33@cid35.00 [160.00-1265.00]	3103	2335.66259766	2.0	2.0	2	625.319580078125
11616546.0	20.7083133333	FTMS + p NSI Full ms [335.00-1800.00]	3104	513436.5625	1.0	N/A	N/A	N/A
97505.765625	20.7155416667	ITMS + c NSI d Full ms2 598.79@cid35.00 [150.00-1210.00]	3105	9489.47460938	2.0	2.0	2	598.785888671875
39608.2695312	20.71831	ITMS + c NSI d Full ms2 384.18@cid35.00 [95.00-780.00]	3106	6574.71679688	2.0	2.0	2	384.17767333984375
34047.1328125	20.7224516667	ITMS + c NSI d Full ms2 702.38@cid35.00 [180.00-1415.00]	3107	1884.11584473	2.0	2.0	2	702.3807373046875
